STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Jammu & Kashmir,udhampur,Udhampur,Tomato,Other,FAQ,1000.0,1200.0,1100.0,6/6/2023
Uttar Pradesh,chandauli,Chandoli,Tomato,Hybrid,FAQ,880.0,960.0,910.0,6/6/2023
Rajasthan,rajsamand,Rajsamand,Onion,Onion,FAQ,1000.0,1200.0,1100.0,6/6/2023
Uttar Pradesh,maharajganj,Gadaura,Potato,Red,FAQ,700.0,900.0,800.0,6/6/2023
Punjab,hoshiarpur,Garh Shankar,Potato,Potato,FAQ,500.0,800.0,600.0,6/6/2023
Madhya Pradesh,shajapur,Susner,Wheat,Other,FAQ,2060.0,2218.0,2100.0,6/6/2023
Andhra Pradesh,hyderabad,Gudimalkapur,Onion,1st Sort,FAQ,300.0,1500.0,800.0,6/6/2023
Madhya Pradesh,rajgarh,Suthalia,Wheat,Other,FAQ,2184.0,2191.0,2189.0,6/6/2023
Uttar Pradesh,barabanki,Safdarganj,Onion,Red,FAQ,900.0,980.0,950.0,6/6/2023
Rajasthan,bhilwara,Gulabpura,Wheat,Other,FAQ,1900.0,2250.0,2180.0,6/6/2023
West Bengal,paschim bardhaman,Durgapur,Wheat,Kalyan,FAQ,2750.0,2900.0,2800.0,6/6/2023
Haryana,panchkula,Barwala,Tomato,Other,FAQ,600.0,800.0,700.0,6/6/2023
Madhya Pradesh,sheopur,Syopurkalan(F&V),Tomato,Other,FAQ,400.0,600.0,500.0,6/6/2023
Bihar,supaul,Birpur,Potato,Local,FAQ,1200.0,1500.0,1400.0,6/6/2023
Uttar Pradesh,bahraich,Naanpara,Potato,Desi,FAQ,1040.0,1100.0,1070.0,6/6/2023
Punjab,ludhiana,Samrala,Onion,Other,FAQ,1400.0,1600.0,1500.0,6/6/2023
Uttar Pradesh,agra,Samsabad,Onion,Red,FAQ,1100.0,1300.0,1200.0,6/6/2023
Uttar Pradesh,mainpuri,Ghiraur,Tomato,Hybrid,FAQ,630.0,830.0,730.0,6/6/2023
Haryana,sonipat,Gohana,Tomato,Tomato,FAQ,800.0,1000.0,800.0,6/6/2023
Rajasthan,hanumangarh,Hanumangarh Town,Wheat,Other,FAQ,2165.0,2252.0,2200.0,6/6/2023
Uttar Pradesh,ghaziabad,Hapur,Wheat,Dara,FAQ,2200.0,2340.0,2250.0,6/6/2023
Rajasthan,ganganagar,Sriganganagar (Grain),Wheat,Other,FAQ,2100.0,2522.0,2192.0,6/6/2023
Maharashtra,satara,Satara,Onion,Other,FAQ,800.0,1200.0,1000.0,6/6/2023
Haryana,karnal,Gharaunda,Potato,Other,FAQ,1100.0,1300.0,1300.0,6/6/2023
Madhya Pradesh,dhar,Dhar(F&V),Tomato,Other,FAQ,1800.0,1880.0,1860.0,6/6/2023
Karnataka,chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2093.0,2293.0,2193.0,6/6/2023
West Bengal,paschim bardhaman,Durgapur,Wheat,Other,FAQ,2550.0,2700.0,2650.0,6/6/2023
Maharashtra,dhule,Dondaicha,Wheat,Other,FAQ,2050.0,2531.0,2482.0,6/6/2023
Haryana,rewari,Kosli,Onion,Other,FAQ,800.0,1000.0,1000.0,6/6/2023
Haryana,kurukshetra,Ladwa,Tomato,Tomato,FAQ,600.0,600.0,600.0,6/6/2023
West Bengal,puruliya,Balarampur,Potato,Other,FAQ,1120.0,1140.0,1130.0,6/6/2023
Chhattisgarh,bilaspur,Tiphra,Tomato,Other,FAQ,2600.0,2800.0,2700.0,6/6/2023
Kerala,ernakulam,Thrippunithura,Tomato,Tomato,FAQ,4500.0,5000.0,4700.0,6/6/2023
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1400.0,1800.0,1600.0,6/6/2023
Karnataka,gadag,Gadag,Wheat,White,FAQ,2569.0,5159.0,3253.0,6/6/2023
Karnataka,davangere,Davangere,Tomato,Tomato,FAQ,2500.0,2800.0,2600.0,6/6/2023
Rajasthan,ganganagar,Gajsinghpur,Wheat,Other,FAQ,2000.0,2235.0,2121.0,6/6/2023
Uttar Pradesh,deoria,Devariya,Tomato,Hybrid,FAQ,1070.0,1090.0,1080.0,6/6/2023
Uttar Pradesh,mainpuri,Ghiraur,Wheat,Dara,FAQ,2145.0,2345.0,2245.0,6/6/2023
Uttar Pradesh,maharajganj,Partaval,Onion,Red,FAQ,1075.0,1275.0,1175.0,6/6/2023
Haryana,kaithal,Dhand,Tomato,Deshi,FAQ,500.0,600.0,580.0,6/6/2023
West Bengal,jalpaiguri,Dhupguri,Onion,Onion,FAQ,1700.0,1900.0,1800.0,6/6/2023
Madhya Pradesh,vidisha,Sironj,Wheat,Other,FAQ,2000.0,3655.0,2640.0,6/6/2023
Jammu & Kashmir,jammu,Batote,Potato,Other,FAQ,1000.0,1200.0,1100.0,6/6/2023
Punjab,sangrur,Malerkotla,Onion,Other,FAQ,1100.0,1400.0,1200.0,6/6/2023
Haryana,fatehabad,Jakhal,Tomato,Other,FAQ,500.0,500.0,500.0,6/6/2023
Punjab,faridkot,Faridkot,Onion,Onion,FAQ,700.0,1200.0,1000.0,6/6/2023
Madhya Pradesh,indore,Sanwer,Wheat,Other,FAQ,1950.0,2328.0,2050.0,6/6/2023
Madhya Pradesh,ujjain,Khachrod,Wheat,Lokwan,FAQ,1900.0,2447.0,2250.0,6/6/2023
Uttar Pradesh,barabanki,Safdarganj,Wheat,Dara,FAQ,2300.0,2340.0,2320.0,6/6/2023
Rajasthan,sikar,Sikar,Potato,(Red Nanital),FAQ,900.0,1000.0,900.0,6/6/2023
Uttar Pradesh,sonbhadra,Robertsganj,Wheat,Dara,FAQ,2130.0,2330.0,2265.0,6/6/2023
Rajasthan,jalore,Jalore,Potato,Other,FAQ,1000.0,1200.0,1100.0,6/6/2023
Uttar Pradesh,unnao,Purwa,Onion,Red,FAQ,980.0,1075.0,1030.0,6/6/2023
Nagaland,kohima,Jalukie,Potato,Other,FAQ,12500.0,12700.0,12600.0,6/6/2023
Madhya Pradesh,dewas,Khategaon,Wheat,Other,FAQ,1930.0,2470.0,2300.0,6/6/2023
Uttar Pradesh,prayagraj,Jasra,Potato,Desi,FAQ,800.0,970.0,890.0,6/6/2023
Assam,lakhimpur,Golagokarnath,Onion,Red,FAQ,1020.0,1220.0,1120.0,6/6/2023
Madhya Pradesh,raisen,Raisen,Wheat,Other,FAQ,2108.0,2450.0,2253.0,6/6/2023
Karnataka,bangalore,Ramanagara,Onion,Onion,FAQ,800.0,1600.0,1200.0,6/6/2023
Madhya Pradesh,harda,Khirakiya,Wheat,147 Average,FAQ,2100.0,2290.0,2273.0,6/6/2023
Uttar Pradesh,badaun,Bilsi,Onion,Red,FAQ,1000.0,1100.0,1060.0,6/6/2023
Punjab,patiala,Rajpura,Onion,Local,FAQ,1000.0,1300.0,1250.0,6/6/2023
Madhya Pradesh,shivpuri,Shivpuri,Wheat,Other,FAQ,2050.0,2210.0,2125.0,6/6/2023
Maharashtra,ahmednagar,Jamkhed,Wheat,Other,FAQ,2000.0,2400.0,2200.0,6/6/2023
Maharashtra,ahmednagar,Jamkhed,Wheat,Maharashtra 2189,FAQ,2000.0,2600.0,2300.0,6/6/2023
Haryana,kurukshetra,Thanesar,Onion,Other,FAQ,900.0,1400.0,1100.0,6/6/2023
Kerala,kollam,Anchal,Tomato,Other,FAQ,5200.0,5400.0,5300.0,6/6/2023
Madhya Pradesh,harda,Timarni,Potato,Potato,FAQ,1000.0,1000.0,1000.0,6/6/2023
Uttar Pradesh,baghpat,Khekda,Potato,Potato,FAQ,900.0,1100.0,1000.0,6/6/2023
 Punjab,fazilka,Abohar,Tomato,Tomato,FAQ,700.0,980.0,800.0,6/6/2023
Haryana,kurukshetra,Pipli,Onion,Red,FAQ,222.0,1352.0,920.0,6/6/2023
Maharashtra,sholapur,Barshi(Vairag),Wheat,Other,FAQ,2200.0,2900.0,2500.0,6/6/2023
Madhya Pradesh,shajapur,Berachha,Wheat,Other,FAQ,2125.0,2125.0,2125.0,6/6/2023
Maharashtra,pune,Pune,Onion,Local,FAQ,600.0,1400.0,1000.0,6/6/2023
Uttar Pradesh,varanasi,Varanasi,Wheat,Dara,FAQ,2135.0,2275.0,2225.0,6/6/2023
Madhya Pradesh,ratlam,Ratlam(F&V),Onion,Other,FAQ,305.0,1411.0,878.0,6/6/2023
Madhya Pradesh,katni,Katni,Wheat,Other,FAQ,2250.0,2381.0,2313.0,6/6/2023
Orissa,rayagada,Rayagada,Onion,Other,FAQ,1200.0,1300.0,1250.0,6/6/2023
Haryana,sirsa,Ellanabad,Onion,Local,FAQ,900.0,1100.0,1000.0,6/6/2023
Haryana,rewari,Rewari,Onion,Other,FAQ,600.0,1300.0,900.0,6/6/2023
Rajasthan,ganganagar,Sri Karanpur,Wheat,Other,FAQ,2096.0,2139.0,2126.0,6/6/2023
Uttar Pradesh,balrampur,Tulsipur,Onion,Red,FAQ,1120.0,1200.0,1150.0,6/6/2023
Madhya Pradesh,jhabua,Petlawad,Wheat,Lokwan,FAQ,2230.0,2305.0,2271.0,6/6/2023
Uttar Pradesh,fatehpur,Jahanabad,Potato,Local,FAQ,700.0,780.0,750.0,6/6/2023
Maharashtra,parbhani,Parbhani,Wheat,Other,FAQ,2500.0,2850.0,2700.0,6/6/2023
Maharashtra,nashik,Kalvan,Onion,Other,FAQ,200.0,1420.0,800.0,6/6/2023
Uttar Pradesh,ghazipur,Gazipur,Onion,Red,FAQ,1100.0,1160.0,1130.0,6/6/2023
Maharashtra,sholapur,Karmala,Wheat,Other,FAQ,2051.0,2425.0,2100.0,6/6/2023
Himachal Pradesh,mandi,Mandi(Mandi),Potato,Potato,FAQ,1000.0,1400.0,1200.0,6/6/2023
Punjab,sangrur,Malerkotla,Potato,Other,FAQ,350.0,450.0,400.0,6/6/2023
Gujarat,surendranagar,Vadhvan,Potato,Potato,FAQ,1500.0,2000.0,1750.0,6/6/2023
West Bengal,howrah,Uluberia,Potato,Jyoti,FAQ,1460.0,1500.0,1480.0,6/6/2023
Maharashtra,beed,Majalgaon,Wheat,Other,FAQ,2150.0,3300.0,2500.0,6/6/2023
Madhya Pradesh,mandsaur,Mandsaur(F&V),Potato,Other,FAQ,550.0,1400.0,1100.0,6/6/2023
Uttar Pradesh,mainpuri,Ghiraur,Onion,Red,FAQ,825.0,1025.0,925.0,6/6/2023
Maharashtra,ahmednagar,Shrirampur,Onion,Other,FAQ,200.0,1150.0,650.0,6/6/2023
Uttar Pradesh,firozabad,Tundla,Potato,Local,FAQ,835.0,870.0,850.0,6/6/2023
Uttar Pradesh,balrampur,Tulsipur,Potato,Desi,FAQ,1000.0,1070.0,1040.0,6/6/2023
Madhya Pradesh,indore,Indore,Wheat,Lokwan,FAQ,2080.0,2678.0,2224.0,6/6/2023
Karnataka,dharwad,Hubli (Amaragol),Wheat,Jawari,FAQ,2100.0,4546.0,2309.0,6/6/2023
Madhya Pradesh,vidisha,Lateri,Wheat,Sharbati,FAQ,2585.0,3405.0,2760.0,6/6/2023
West Bengal,hooghly,Sheoraphuly,Onion,Nasik,FAQ,1800.0,2000.0,1900.0,6/6/2023
Gujarat,rajkot,Jetpur(Dist.Rajkot),Wheat,Other,FAQ,2405.0,3155.0,2750.0,6/6/2023
Uttar Pradesh,fatehpur,Khaga,Wheat,Dara,FAQ,2100.0,2300.0,2200.0,6/6/2023
Madhya Pradesh,khandwa,Khandwa,Wheat,Lok-1,FAQ,2000.0,2590.0,2330.0,6/6/2023
Madhya Pradesh,shivpuri,Khaniadhana,Wheat,Lokwan,FAQ,2150.0,2185.0,2168.0,6/6/2023
Uttar Pradesh,sambhal,Sambhal,Onion,Red,FAQ,1000.0,1300.0,1240.0,6/6/2023
Madhya Pradesh,sagar,Shahagarh,Wheat,Mill Quality,FAQ,2125.0,2200.0,2135.0,6/6/2023
West Bengal,birbhum,Bolpur,Onion,Onion,FAQ,1900.0,2000.0,1950.0,6/6/2023
Maharashtra,wardha,Wardha,Onion,Local,FAQ,500.0,1000.0,750.0,6/6/2023
Jammu and Kashmir,anantnag,Kulgam,Potato,Potato,FAQ,1600.0,1900.0,1750.0,6/6/2023
Madhya Pradesh,sagar,Khurai,Wheat,MP Sharbati,FAQ,2196.0,2581.0,2388.0,6/6/2023
Rajasthan,bharatpur,Nadwai,Wheat,Other,FAQ,2221.0,2241.0,2233.0,6/6/2023
Madhya Pradesh,shivpuri,Kolaras,Wheat,Other,FAQ,2100.0,2240.0,2190.0,6/6/2023
Orissa,keonjhar,Saharpada,Potato,Other,FAQ,1800.0,2000.0,2000.0,6/6/2023
Uttar Pradesh,mirzapur,Mirzapur,Wheat,Dara,FAQ,2070.0,2235.0,2125.0,6/6/2023
Uttar Pradesh,sonbhadra,Robertsganj,Potato,Badshah,FAQ,850.0,1000.0,930.0,6/6/2023
Rajasthan,jodhpur,Jodhpur (F&V),Potato,Other,FAQ,600.0,1200.0,900.0,6/6/2023
Madhya Pradesh,vidisha,Lateri,Wheat,Lokwan,FAQ,2130.0,2325.0,2210.0,6/6/2023
Haryana,kaithal,Kaithal,Potato,(Red Nanital),FAQ,600.0,800.0,700.0,6/6/2023
Gujarat,jamnagar,Kalawad,Wheat,Other,FAQ,1750.0,2500.0,2125.0,6/6/2023
Madhya Pradesh,narsinghpur,Kareli,Wheat,Deshi,FAQ,2180.0,2350.0,2265.0,6/6/2023
Madhya Pradesh,bhind,Lahar,Wheat,Other,FAQ,2190.0,2249.0,2220.0,6/6/2023
Haryana,sirsa,kalanwali,Potato,Other,FAQ,800.0,800.0,800.0,6/6/2023
Uttar Pradesh,bulandshahar,Anoop Shahar,Tomato,Deshi,FAQ,700.0,900.0,800.0,6/6/2023
Kerala,idukki,Adimali,Tomato,Hybrid,FAQ,5000.0,6000.0,5000.0,6/6/2023
Uttar Pradesh,agra,Agra,Tomato,Hybrid,FAQ,550.0,850.0,700.0,6/6/2023
Haryana,gurgaon,Pataudi,Potato,Other,FAQ,1000.0,1150.0,1100.0,6/6/2023
West Bengal,hooghly,Pandua,Onion,Nasik,FAQ,1750.0,1875.0,1800.0,6/6/2023
Uttar Pradesh,mirzapur,Ahirora,Tomato,Hybrid,FAQ,750.0,950.0,850.0,6/6/2023
Rajasthan,sirohi,Abu Road,Tomato,Other,FAQ,675.0,725.0,700.0,6/6/2023
Madhya Pradesh,indore,Mhow,Onion,1st Sort,FAQ,800.0,1500.0,1000.0,6/6/2023
Uttar Pradesh,mirzapur,Mirzapur,Onion,Red,FAQ,1075.0,1200.0,1115.0,6/6/2023
Uttar Pradesh,bareilly,Anwala,Tomato,Deshi,FAQ,500.0,600.0,550.0,6/6/2023
Punjab,patiala,Patran,Potato,Other,FAQ,100.0,700.0,590.0,6/6/2023
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1300.0,1450.0,1370.0,6/6/2023
Madhya Pradesh,alirajpur,Alirajpur(F&V),Tomato,Deshi,FAQ,1000.0,2000.0,1500.0,6/6/2023
Uttar Pradesh,sitapur,Mehmoodabad,Potato,Potato,FAQ,950.0,1000.0,970.0,6/6/2023
Gujarat,rajkot,Gondal,Wheat,Lokwan,FAQ,2130.0,2570.0,2330.0,6/6/2023
Uttar Pradesh,jaunpur,Shahganj,Onion,Red,FAQ,1050.0,1200.0,1120.0,6/6/2023
Rajasthan,ganganagar,Padampur,Wheat,Other,FAQ,2000.0,2266.0,2140.0,6/6/2023
Bihar,sheikhpura,Shekhpura,Onion,1st Sort,FAQ,1300.0,1500.0,1400.0,6/6/2023
Uttar Pradesh,amethi,Jafarganj,Potato,Badshah,FAQ,1030.0,1100.0,1060.0,6/6/2023
Uttar Pradesh,sambhal,Muradabad,Onion,Red,FAQ,1110.0,1150.0,1135.0,6/6/2023
Rajasthan,baran,Atru,Wheat,Other,FAQ,2121.0,2422.0,2271.0,6/6/2023
Karnataka,chikmagalur,Bagepalli,Onion,Beelary-Red,FAQ,2000.0,3000.0,2600.0,6/6/2023
Orissa,dhenkanal,Hindol,Potato,Potato,FAQ,1600.0,2000.0,1800.0,6/6/2023
Maharashtra,ahmednagar,Rahata,Wheat,Other,FAQ,2200.0,2526.0,2325.0,6/6/2023
Uttar Pradesh,mathura,Mathura,Onion,Red,FAQ,1000.0,1200.0,1100.0,6/6/2023
Himachal Pradesh,hamirpur,Maudaha,Onion,Red,FAQ,900.0,1000.0,965.0,6/6/2023
Haryana,gurgaon,Gurgaon,Onion,Other,FAQ,500.0,1000.0,750.0,6/6/2023
Punjab,amritsar,Amritsar(Amritsar Mewa Mandi),Tomato,Tomato,FAQ,200.0,400.0,300.0,6/6/2023
Karnataka,kolar,Bangarpet,Tomato,Tomato,FAQ,500.0,1800.0,1100.0,6/6/2023
Maharashtra,nagpur,Nagpur,Wheat,Other,FAQ,2100.0,2402.0,2327.0,6/6/2023
West Bengal,puruliya,Balarampur,Tomato,Other,FAQ,2500.0,3000.0,2800.0,6/6/2023
Uttar Pradesh,etawah,Etawah,Wheat,Dara,FAQ,2200.0,2300.0,2245.0,6/6/2023
Haryana,ambala,Ambala City(Subji Mandi),Tomato,Other,FAQ,680.0,900.0,715.0,6/6/2023
Uttar Pradesh,badaun,Badayoun,Onion,Nasik,FAQ,1100.0,1210.0,1155.0,6/6/2023
Maharashtra,parbhani,Gangakhed,Wheat,Other,FAQ,2100.0,2400.0,2300.0,6/6/2023
Madhya Pradesh,indore,Gautampura,Wheat,147 Average,FAQ,1900.0,2400.0,2150.0,6/6/2023
Madhya Pradesh,dhar,Badnawar(F&V),Onion,Onion,FAQ,151.0,1200.0,425.0,6/6/2023
Gujarat,ahmedabad,Ahmedabad,Tomato,Other,FAQ,1200.0,3000.0,2500.0,6/6/2023
Haryana,kurukshetra,Shahabad,Onion,Onion,FAQ,641.0,1505.0,1400.0,6/6/2023
Haryana,palwal,Hassanpur,Potato,Potato,FAQ,700.0,800.0,750.0,6/6/2023
Gujarat,jamnagar,Jam Jodhpur,Wheat,Other,FAQ,2000.0,2305.0,2150.0,6/6/2023
Gujarat,rajkot,Jasdan,Wheat,2189 No. 1,FAQ,2000.0,2350.0,2125.0,6/6/2023
Haryana,yamuna nagar,Jagadhri,Potato,Other,FAQ,900.0,1500.0,1500.0,6/6/2023
Madhya Pradesh,rajgarh,Jeerapur,Wheat,Other,FAQ,1800.0,2250.0,2000.0,6/6/2023
Madhya Pradesh,tikamgarh,Khargapur,Wheat,Mill Quality,FAQ,2125.0,2215.0,2140.0,6/6/2023
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1600.0,1800.0,1700.0,6/6/2023
Gujarat,bharuch,Jambusar,Wheat,Other,FAQ,2600.0,3000.0,2800.0,6/6/2023
Maharashtra,sholapur,Pandharpur,Onion,Red,FAQ,200.0,1500.0,850.0,6/6/2023
Madhya Pradesh,shivpuri,Khatora,Wheat,Other,FAQ,2206.0,2455.0,2300.0,6/6/2023
Madhya Pradesh,damoh,Patharia,Wheat,Lokwan MP No. 1,FAQ,2100.0,2261.0,2254.0,6/6/2023
Rajasthan,alwar,Alwar (F&V),Tomato,Other,FAQ,1100.0,1500.0,1300.0,6/6/2023
Madhya Pradesh,hoshangabad,Hoshangabad,Potato,Desi,FAQ,850.0,1480.0,1130.0,6/6/2023
Madhya Pradesh,hoshangabad,Pipariya,Wheat,Other,FAQ,2040.0,2291.0,2265.0,6/6/2023
Uttar Pradesh,aligarh,Aligarh,Tomato,Hybrid,FAQ,700.0,800.0,740.0,6/6/2023
Andhra Pradesh,adilabad,Adilabad(Rythu Bazar),Tomato,Other,FAQ,5000.0,5000.0,5000.0,6/6/2023
Haryana,gurgaon,Sohna,Potato,Potato,FAQ,1000.0,1000.0,1000.0,6/6/2023
Punjab,faridkot,Jaitu,Onion,Nasik,FAQ,1100.0,1100.0,1100.0,6/6/2023
Haryana,panchkula,Raipur Rai,Onion,Other,FAQ,800.0,1000.0,800.0,6/6/2023
Uttar Pradesh,baghpat,Baraut,Onion,Onion,FAQ,900.0,1000.0,950.0,6/6/2023
Gujarat,rajkot,Jetpur(Dist.Rajkot),Wheat,Lokwan,FAQ,2005.0,2515.0,2325.0,6/6/2023
Punjab,sangrur,Ahmedgarh,Tomato,Other,FAQ,450.0,550.0,500.0,6/6/2023
Haryana,sonipat,Sonepat(Kharkhoda),Onion,Other,FAQ,800.0,1300.0,1000.0,6/6/2023
Jammu & Kashmir,kathua,Kathua,Potato,Potato,FAQ,700.0,800.0,750.0,6/6/2023
Rajasthan,ganganagar,Kesarisinghpur,Wheat,Other,FAQ,2117.0,2159.0,2151.0,6/6/2023
Orissa,angul,Angul,Tomato,Other,FAQ,2500.0,4000.0,3000.0,6/6/2023
Haryana,ambala,Naraingarh,Onion,Onion,FAQ,600.0,1250.0,1100.0,6/6/2023
Madhya Pradesh,alirajpur,Jobat,Wheat,Other,FAQ,2100.0,2200.0,2200.0,6/6/2023
Uttar Pradesh,auraiya,Achalda,Tomato,Hybrid,FAQ,850.0,950.0,900.0,6/6/2023
Uttar Pradesh,prayagraj,Allahabad,Tomato,Deshi,FAQ,850.0,1050.0,930.0,6/6/2023
Uttar Pradesh,balrampur,Balrampur,Wheat,Dara,FAQ,2200.0,2400.0,2300.0,6/6/2023
Maharashtra,amarawati,Amrawati(Frui & Veg. Market),Tomato,Local,FAQ,2000.0,2500.0,2250.0,6/6/2023
West Bengal,murshidabad,Kandi,Potato,Jyoti,FAQ,1180.0,1225.0,1200.0,6/6/2023
West Bengal,alipurduar,Alipurduar,Tomato,Other,FAQ,2300.0,2500.0,2400.0,6/6/2023
Madhya Pradesh,shivpuri,Barad,Wheat,Mill Quality,FAQ,2180.0,2200.0,2190.0,6/6/2023
Haryana,mewat,Punhana,Onion,Other,FAQ,1000.0,1000.0,1000.0,6/6/2023
Uttar Pradesh,azamgarh,Azamgarh,Tomato,Hybrid,FAQ,1000.0,1150.0,1075.0,6/6/2023
Delhi,delhi,Azadpur,Tomato,Tomato,FAQ,120.0,1200.0,594.0,6/6/2023
Kerala,alappuzha,Aroor,Tomato,Other,FAQ,3600.0,3800.0,3700.0,6/6/2023
Uttar Pradesh,deoria,Barhaj,Potato,Desi,FAQ,970.0,980.0,980.0,6/6/2023
Madhya Pradesh,khargone,Kasrawad,Wheat,Other,FAQ,2280.0,2445.0,2355.0,6/6/2023
Orissa,bargarh,Bargarh,Potato,Other,FAQ,1500.0,1700.0,1600.0,6/6/2023
Karnataka,chikmagalur,Bagepalli,Tomato,Tomato,FAQ,560.0,1000.0,800.0,6/6/2023
Madhya Pradesh,jhabua,Thandla,Wheat,147 Average,FAQ,2250.0,2250.0,2250.0,6/6/2023
Madhya Pradesh,sagar,Garhakota,Wheat,Other,FAQ,2210.0,2280.0,2250.0,6/6/2023
Maharashtra,sholapur,Solapur,Onion,Red,FAQ,100.0,1800.0,850.0,6/6/2023
Maharashtra,ahmednagar,Jamkhed,Onion,Local,FAQ,100.0,1200.0,650.0,6/6/2023
Uttar Pradesh,jaunpur,Jaunpur,Onion,Red,FAQ,1100.0,1150.0,1135.0,6/6/2023
Uttar Pradesh,jaunpur,Mugrabaadshahpur,Wheat,Dara,FAQ,2110.0,2310.0,2210.0,6/6/2023
West Bengal,hooghly,Kalipur,Onion,Nasik,FAQ,1250.0,1350.0,1300.0,6/6/2023
Uttar Pradesh,unnao,Unnao,Wheat,Dara,FAQ,2125.0,2150.0,2135.0,6/6/2023
Maharashtra,thane,Ulhasnagar,Wheat,Other,FAQ,3000.0,4000.0,3500.0,6/6/2023
Nagaland,mokokchung,Mangkolemba,Potato,Other,FAQ,1500.0,2500.0,2000.0,6/6/2023
Punjab,muktsar,Bariwala,Onion,Other,FAQ,1000.0,1000.0,1000.0,6/6/2023
Madhya Pradesh,ujjain,Ujjain,Wheat,Other,FAQ,2071.0,2600.0,2280.0,6/6/2023
Himachal Pradesh,kangra,Kangra(Baijnath),Onion,Onion,FAQ,1400.0,1600.0,1600.0,6/6/2023
Uttar Pradesh,maharajganj,Partaval,Wheat,Dara,FAQ,2125.0,2350.0,2240.0,6/6/2023
Kerala,kottayam,Kanjirappally,Onion,Onion,FAQ,9000.0,9800.0,9600.0,6/6/2023
Punjab,muktsar,Muktsar,Potato,Red,FAQ,700.0,1000.0,800.0,6/6/2023
West Bengal,bankura,Khatra,Wheat,Sonalika,FAQ,2150.0,2300.0,2200.0,6/6/2023
Uttar Pradesh,aligarh,Khair,Wheat,Dara,FAQ,2260.0,2300.0,2280.0,6/6/2023
Punjab,ludhiana,Doraha,Onion,Other,FAQ,1000.0,1500.0,1382.0,6/6/2023
Madhya Pradesh,raisen,Udaipura,Wheat,Lokwan,FAQ,2100.0,2300.0,2220.0,6/6/2023
Madhya Pradesh,sagar,Rehli,Wheat,Other,FAQ,2150.0,2350.0,2250.0,6/6/2023
 Punjab,fazilka,Jalalabad,Onion,Other,FAQ,1100.0,1100.0,1100.0,6/6/2023
Maharashtra,jalgaon,Raver,Wheat,Other,FAQ,2205.0,2375.0,2205.0,6/6/2023
Haryana,panipat,Madlauda,Potato,Other,FAQ,800.0,800.0,800.0,6/6/2023
Haryana,sonipat,Sonepat,Onion,Other,FAQ,1100.0,1200.0,1100.0,6/6/2023
Madhya Pradesh,vidisha,Vidisha,Wheat,Sharbati,FAQ,2300.0,4000.0,2750.0,6/6/2023
Punjab,hoshiarpur,Garh Shankar(Mahalpur),Onion,Onion,FAQ,800.0,1200.0,1000.0,6/6/2023
Uttar Pradesh,gonda,Gonda,Onion,Red,FAQ,1240.0,1280.0,1250.0,6/6/2023
Uttar Pradesh,lucknow,Lucknow,Wheat,Dara,FAQ,2240.0,2340.0,2290.0,6/6/2023
Rajasthan,hanumangarh,Rawatsar,Wheat,Other,FAQ,2190.0,2231.0,2220.0,6/6/2023
Haryana,sirsa,Sirsa,Onion,Other,FAQ,800.0,1200.0,1000.0,6/6/2023
West Bengal,birbhum,Rampurhat,Wheat,Sonalika,FAQ,2150.0,2250.0,2200.0,6/6/2023
Rajasthan,kota,Ramganjmandi,Wheat,Other,FAQ,2150.0,2269.0,2212.0,6/6/2023
Haryana,mewat,Punhana,Potato,Other,FAQ,1000.0,1000.0,1000.0,6/6/2023
Andhra Pradesh,mahbubnagar,Mahabubnagar(Rythu Bazar),Potato,(Red Nanital),FAQ,2200.0,2600.0,2400.0,6/6/2023
Uttar Pradesh,shahjahanpur,Puwaha,Wheat,Dara,FAQ,2100.0,2300.0,2200.0,6/6/2023
Madhya Pradesh,chhatarpur,Naugaon,Wheat,Dara Mill Quality,FAQ,2200.0,2290.0,2280.0,6/6/2023
Uttar Pradesh,maharajganj,Nautnava,Wheat,Dara,FAQ,2125.0,2250.0,2200.0,6/6/2023
Uttar Pradesh,badaun,Visoli,Wheat,Dara,FAQ,2200.0,2330.0,2255.0,6/6/2023
Uttar Pradesh,rampur,Rampur,Wheat,Dara,FAQ,2180.0,2250.0,2210.0,6/6/2023
Rajasthan,bikaner,Sridungargarh,Wheat,Other,FAQ,2200.0,2661.0,2571.0,6/6/2023
Uttar Pradesh,rampur,Rampur,Potato,Desi,FAQ,895.0,945.0,915.0,6/6/2023
Punjab,amritsar,Rayya,Onion,Red,FAQ,1600.0,1600.0,1600.0,6/6/2023
Madhya Pradesh,panna,Simariya,Wheat,147 Average,FAQ,1920.0,2100.0,1975.0,6/6/2023
Punjab,moga,Moga,Onion,Other,FAQ,800.0,1200.0,1000.0,6/6/2023
Punjab,jalandhar,Phillaur(Apra Mandi),Onion,Other,FAQ,1500.0,1500.0,1500.0,6/6/2023
Punjab,jalandhar,Noor Mehal,Potato,Other,FAQ,900.0,900.0,900.0,6/6/2023
Haryana,karnal,Gharaunda,Onion,Other,FAQ,1000.0,1400.0,1400.0,6/6/2023
